,rra_id,rra_playerId,rra_dateAt,rra_partnerId,rra_brandId,rra_campaignId,rra_playerCountry,rra_registrationsCount,rra_depositsCount,firstDepositsSumEur,depositsSumEur,c_registrationDateAt,c_gender,c_age
188032,299367785533199289,5384314,2020-09-05 03:00:00,88092,102,100050,NL,1,1,20.0,20.0,2020-09-05 17:33:03,f,60.0
188033,299377785522053751,5384314,2020-09-06 03:00:00,88092,102,100050,NL,0,2,0.0,40.0,2020-09-05 17:33:03,f,60.0
188034,305993344548358955,5384314,2020-11-14 03:00:00,88092,102,100050,NL,0,2,0.0,40.0,2020-09-05 17:33:03,f,60.0
188035,316857875494618965,5384314,2020-09-15 03:00:00,88092,102,100050,NL,0,1,0.0,20.0,2020-09-05 17:33:03,f,60.0
188036,653502544268960481,5384314,2020-11-05 03:00:00,88092,102,100050,NL,0,2,0.0,40.0,2020-09-05 17:33:03,f,60.0
188037,673304344885294681,5384314,2020-11-25 03:00:00,88092,102,100050,NL,0,1,0.0,20.0,2020-09-05 17:33:03,f,60.0
188038,852701532689894152,5384314,2020-10-25 03:00:00,88092,102,100050,NL,0,1,0.0,20.0,2020-09-05 17:33:03,f,60.0
188039,983802616001768141,5384314,2020-11-06 03:00:00,88092,102,100050,NL,0,0,0.0,0.0,2020-09-05 17:33:03,f,60.0
188040,999301619479778094,5384314,2020-10-26 03:00:00,88092,102,100050,NL,0,0,0.0,0.0,2020-09-05 17:33:03,f,60.0
188041,177998313363928816,5384787,2020-09-20 03:00:00,88092,102,100050,NL,0,0,0.0,0.0,2020-09-05 18:55:50,m,24.0
